,Unnamed: 0,URL,URL Country
0,0,http://www.facebook.com/pages/Everybody-Draw-Mohammed-Day/121369914543425?ref=mf,"US
"
1,1,http://www.facebook.com/pages/Everybody-Draw-Mohammed-day-May-20/112498195453416?ref=search&sid=100001050496784.3964918704..1,"US
"
2,2,http://www.drawmuhammadday.com,"JP
"
3,3,https://www.facebook.com,"US
"
4,4,http://www.youtube.com/watch?v=z7ok4njJXI8,
5,5,http://www.youtube.com/watch?v=3sD-1-1sbik,
6,6,http://www.youtube.com/watch?v=_TcNWY0E-PA,
7,7,http://www.youtube.com/watch?v=WRxijt8dqEA,
8,8,http://www.youtube.com/watch?v=MGuSK2hVukA,
9,9,http://www.youtube.com/watch?v=0BP_xW29kCU,
10,10,http://www.youtube.com/watch?v=OMz0aIM2_sM,
11,11,http://www.youtube.com/watch?v=pDrti5T93T8,
12,12,http://www.youtube.com/watch?v=KlYLKf4q2rg,
13,13,http://www.youtube.com/watch?v=a4yfG5dAZdU,
14,14,http://www.newsrealblog.com/2010/04/24/twog-link-of-the-day-is-everybody-draw-mohammed-day-a-bad-idea/,"US
"
15,15,http://ming.tv/flemming2.php/__show_article/_a000010-001623.htm,
16,16,http://www.meetup.com/BrisbaneAtheists/messages/boards/thread/9078207/post/35583098/?hash=35583098#35583098,
17,17,http://en.wikipedia.org/wiki/Freedom_of_speech_versus_blasphemy,"US
"
18,18,http://reason.com/blog/2010/04/23/first-annual-everybody-draw-mo,
19,19,http://en.wikipedia.org/wiki/Lars_Vilks_Muhammad_drawings_controversy,"US
"
20,20,http://atlasshrugs2000.typepad.com/atlas_shrugs/2006/02/muhammad_cartoo.html,
21,21,http://fjordman.blogspot.com/2005/10/image-of-muhammad.html,
22,22,http://guyism.com/2010/04/creator-of-everybody-draw-muhammad-day-wont-draw-muhammad.html,"US
"
23,23,http://creepingsharia.wordpress.com/2010/04/26/cartoonist-behind-everybody-draw-mohammed-day-poster-getting-nervous/,
24,24,http://www.skepticmoney.com/students-at-university-of-madison-wisconson-draw-muhammad/,"CA
"
25,25,http://dailyradar.com/beltwayblips/story/first-annual-everybody-draw-mohammad-day/,"GB
"
26,26,http://www.mynorthwest.com/?nid=11&sid=313170,"US
"
27,27,http://muhammad-911.tk/881832-Draw-Muhammad-5-20-2010.html,
28,28,http://muhammad-911.tk/,
29,29,http://www.supportfreedomofspeech.com/hyphenated-american-dont-miss-everybody-draw-muhammad-day/,
30,30,http://motherjones.com/mojo/2010/04/south-park-censorship-comedy-central-muhammad-mohammed-cartoon-trey-stone-matt-parker,
31,31,http://itunes.apple.com/us/album/draw-muhammad/id303064274,"US
"
32,32,http://www.youtube.com,
33,33,http://slog.thestranger.com/slog/archives/2010/04/22/everybody-draw-mohammed-day,"FR
"
34,34,http://artsyhands.com/2010/05/access-facebook-blocked-pakistan/,"US
"
35,35,https://barenakedislam.wordpress.com/2010/05/02/muslim-hackers-get-their-filthy-finger-licken-hands-on-kfc-website/,
36,36,http://llphfreedom.blogspot.com/2010/04/everybody-draw-muhammad-day-may-20th.html,
37,37,http://seasonsoftumultanddiscord.wordpress.com/2010/05/18/two-days-to-draw-muhammad-day/,
38,38,http://en.wikipedia.org/wiki/File:Jyllands-Posten-pg3-article-in-Sept-30-2005-edition-of-KulturWeekend-entitled-Muhammeds-ansigt.png,"US
"
39,39,http://www.di2.nu/files/Muhammed_Cartoons_Jyllands_Posten.html,
40,40,http://en.wikipedia.org/wiki/The_Truth_About_Muhammad,"US
"
41,41,http://1001how2.com/how-to-draw-muhammad-idiots-guide/,
42,42,http://www.bypassthat.com,"US
"
43,43,http://en.wikipedia.org/wiki/Muhammad,"US
"
44,44,http://face-of-muhammed.blogspot.com/,
45,45,http://www.cagle.com/news/muhammad/,
46,46,http://en.wikipedia.org/wiki/Everybody_Draw_Mohammed_Day,"US
"
47,47,http://en.wikipedia.org/wiki/Draw_Muhammad,"US
"
48,48,www.vpullel.com,
49,49,www.gingerproxy.com,"US
"
50,50,www.blockedsiteaccess.com,
51,51,www.ctunnel.com,
52,52,www.kproxy.com,
53,53,www.fireproxy.com,"US
"
54,54,www.nntimes.com,"US
"
55,55,www.6proxy.com,"us
"
56,56,www.sslunblock.com,"US
"
57,57,www.pumashoes.com,"US
"
58,58,www.chronobypass.com,
59,59,www.cacah.org,
60,60,www.proxyserver.it,
61,61,www.susycaravan.com,
62,62,www.proxy4free.com ,"PA
"
63,63,www.surf24h.com,
64,64,www.en.wikipedia.org/wiki/muhammad,"US
"
65,65,www.lemonbits.net,
66,66,Vtunnel.com,"PA
"
67,67,Vtunnel.biz,"US
"
68,68,Vtunnel.info,
69,69,Vtunnel.us,"ro
"
70,70,Vtunnel.tv,
71,71,V-tunnel.org  ,
72,72,Atunnel.com,"LV
"
73,73,Btunnel.com,"TR
"
74,74,Ctunnel.com,
75,75,Dtunnel.com,
76,76,Ftunnel.com,"US
"
77,77,Gtunnel.com,"US
"
78,78,G-tunnel.com  ,"CN
"
79,79,H-tunnel.com  ,
80,80,I-tunnel.net  ,
81,81,Jtunnel.com,"US
"
82,82,J-tunnel.com  ,
83,83,Ktunnel.com,"US
"
84,84,K-tunnel.com  ,
85,85,Ltunnel.com,"US
"
86,86,L-tunnel.com  ,
87,87,M-tunnel.com  ,
88,88,Ntunnel.com,"US
"
89,89,N-tunnel.com  ,
90,90,Otunnel.com,"US
"
91,91,O-tunnel.com  ,
92,92,Ptunnel.com,"US
"
93,93,P-tunnel.com  ,"US
"
94,94,Q-tunnel.com  ,"PL
"
95,95,Rtunnel.com,"US
"
96,96,R-tunnel.com  ,
97,97,T-tunnel.net  ,
98,98,Wtunnel.com,
99,99,Ztunnel.com,
100,100,Ftunnel.net,
101,101,Htunnel.net,
102,102,Jtunnel.net,
103,103,Ktunnel.net,"US
"
104,104,Ltunnel.net,
105,105,Ntunnel.net,
106,106,Otunnel.net,
107,107,Rtunnel.net,
108,108,Wtunnel.net,
109,109,W-tunnel.com  ,
110,110,Ztunnel.org,
111,111,Unblock-Websense.com  ,"US
"
112,112,Unblock-Bess.com  ,"CN
"
113,113,UnblockWebsense.com,
114,114,UnblockBess.com,
115,115,Polysolve.com,
116,116,VPNTunnel.net,"US
"
117,117,SafeForWork.net,"US
"
118,118,VMathPie.com,"Malaysia
"
119,119,USTunnel.com,"US
"
120,120,USATunnel.com,"US
"
121,121,BackFox.com,"LV
"
122,122,SafeHazard.com,"US
"
123,123,SafeLizard.com,"US
"
124,124,MathTunnel.com,"US
"
125,125,NewBackDoor.com,"US
"
126,126,GeoTunnel.com,
127,127,EnglishTunnel.com,"US
"
128,128,CalculatePie.com,"US
"
129,129,DrProxy.net  ,"US
"
130,130,DrPruxy.net  ,
131,131,DrPxy.net  ,
132,132,FastFreeProxy.com  ,"US
"
133,133,ProxyGenie.com  ,"US
"
134,134,FreeToView.net  ,"US
"
135,135,PimpMyIP.com  ,"US
"
136,136,MyPrxy.com  ,
137,137,NinjaProxy.com  ,"US
"
138,138,AnonyNinja.com  ,
139,139,NinjaCover.com  ,"CA
"
140,140,SamuraiProxy.com  ,
141,141,SamuraiStealth.com  ,
142,142,WarriorProxy.com  ,"US
"
143,143,24TopProxy.com  ,"PA
"
144,144,SneakzorZ.com  ,
145,145,24Proxy.com,
146,146,24Traffic.info,"PA
"
147,147,HideMyBox.com,
148,148,ProxyButton.com,
149,149,IraniProxy.com,
150,150,WizProxy.com,
151,151,DahProxy.com,
152,152,FreeIam.info,
153,153,g2gToMyspace.com,
154,154,Geotunnel.com,
155,155,Gotoproxy.com,
156,156,ImSly.com,
157,157,LogonHelp.org  ,
158,158,INeed-Myspace.com,
159,159,ProxySense.com,"PA
"
160,160,SlyUser.com,
161,161,Unlock-Myspace.com,"US
"
162,162,Weprox.biz,"PA
"
163,163,Weprox.com,
164,164,Weprox.info,
165,165,Weprox.net,"US
"
166,166,http://touch.facebook.com,"US
"
167,167,http://www.flickr.com/photos/kuujiryo/4621614465/,
168,168,http://www.flickr.com/photos/chris-fritz/106103350/,
169,169,http://yesbuthowever.com/draw-mohammed-9000008/,
170,170,http://www.drawmuhammadday.net/,
171,171,www.smugbox.com/facebook/login/stories?id=226,"US
"
172,172,www.orkutpass.com,
173,173,www.hidemyass.com,
174,174,http://www.hidemyass.com,
175,175,http://www.anonymizer.com,"US
"
176,176,http://www.wujie.net,"CN
"
177,177,http://www.ultrareach.net,"US
"
178,178,http://surfshield.net,"PA
"
179,179,http://www.guardster.com/subscription/proxy_free.php,"FR
"
180,180,http://anonymouse.ws/anonwww.html,
181,181,http://www.browser-x.com,"US
"
182,182,http://www.spysurfing.com,"US
"
183,183,http://www.xerohour.org/hideme,"BS
"
184,184,http://www.proxyz.be,
185,185,http://www.sc0rian.com/prox,"KY
"
186,186,https://www.proxify.us,
187,187,http://kproxy.com/index.jsp,"PA
"
188,188,http://www.brawl-hall.com/pages/proxy.php,
189,189,http://www.proxify.net,
190,190,http://proxy.computersteroids.com/index0.php,
191,191,http://www.unipeak.com,"US
"
192,192,http://flyproxy.com,
193,193,http://alienproxy.com,"CA
"
194,194,http://proxify.com/,
195,195,http://www.unfilter.net,"US
"
196,196,http://www.proxymouse.com,"US
"
197,197,http://www.surfonym.com/cgi-bin/nph-proxy,"US
"
198,198,http://www.superproxy.be/browse.pl,
199,199,http://www.websiteguru.com/mrnewguy,"US
"
200,200,http://www.letsproxy.com,
201,201,http://www.fsurf.com,
202,202,http://indianproxy.com,"US
"
203,203,http://www.letmeby.com,"CA
"
204,204,http://Boredatschool.net,"GB
"
205,205,http://www.ibypass.org,"GB
"
206,206,http://www.ipzap.com/,
207,207,https://proxify.biz,
208,208,http://kproxy.com/index.jsp,
209,209,http://www.attackcensorship.com/attack-censorship.html,
210,210,http://mrnewguy.com,
211,211,http://www.evilsprouts.co.uk/defilter,
212,212,http://www.proxify.info,"US
"
213,213,http://www.torify.com,"US
"
214,214,http://www.switchproxy.com,
215,215,http://www.proxifree.com,
216,216,http://www.secure-tunnel.com/,
217,217,http://www.proxify.cn,
218,218,http://www.arnit.net/utilities/webproxy/new,"CA
"
219,219,http://www.proxify.co.uk,
220,220,http://www.betaproxy.com,
221,221,http://www.proxify.org,"US
"
222,222,http://www.proxychoice.com,"CN
"
223,223,http://www.proxysnail.com,
224,224,http://www.anonypost.com,
225,225,http://www.thestrongestlinks.com,"CN
"
226,226,http://www.hujiko.com,
227,227,http://www.anonproxy.info,"US
"
228,228,http://www.peoplesproxy.com,
229,229,http://www.freeproxy.us,"ro
"
230,230,http://www.proxyweb.net,"BS
"
231,231,http://www.nopath.com,"BS
"
232,232,http://urlencoded.com,
233,233,http://www.pole.ws,"US
"
234,234,http://www.browseany.com,
235,235,http://www.spiderproxy.com,"CA
"
236,236,http://www.clickcop.com,"US
"
237,237,http://www.sneakysurf.com,"US
"
238,238,http://www.mywebtunnel.com,"US
"
239,239,http://www.thewebtunnel.com,
240,240,http://www.3proxy.com,
241,241,http://www.yourfreeproxy.com,
242,242,http://www.proxy7.com,"US
"
243,243,http://www.fireprox.com,"US
"
244,244,http://www.stupidcensorship.com,
245,245,http://www.letsproxy.com,
246,246,http://www.sneak2.com,"US
"
247,247,http://www.cecid.com,"US
"
248,248,http://www.freeproxy.ca,
249,249,http://www.ibypass.org,"GB
"
250,250,http://www.goproxing.com,"US
"
251,251,http://www.projectbypass.com/,"US
"
252,252,http://www.ipsecret.com,"UK
"
253,253,http://www.nomorelimits.net,"US
"
254,254,http://www.proxify.de,
255,255,http://www.bywhat.com,"US
"
256,256,http://www.snoopblocker.com,"BS
"
257,257,http://www.anonymizer.ru,
258,258,http://www.proxyking.net/,
259,259,http://www.perlproxy.com,
260,260,http://www.proxylord.com,"TR
"
261,261,http://tntproxy.com,
262,262,http://satanproxy.com,
263,263,http://zombieinvasion.info,
264,264,http://demonproxy.com,"US
"
265,265,http://www.myfreeproxy.com,
266,266,http://www.gezcem.com/nph-proxy.pl.old,"US
"
267,267,http://mpleger.de,
268,268,http://www.the-cloak.com/login.html,
269,269,www.6677.info,"CN
"
270,270,www.mctcp.org,
271,271,www.transproxy.info,
272,272,www.777surfer.info,"US
"
273,273,www.needprivacy.info,
274,274,www.faan.co.uk,
275,275,www.iweb365.net,"SG
"
276,276,www.ProxyBoost.net,
277,277,www.cloakin.info,
278,278,http://anonymizer.nntime.com/,
279,279,https://aniscartujo.com/webproxy/default.aspx,
280,280,www.blockedsiteaccess.com,
281,281,www.amonymizer.nntime.com,
282,282,www.hotspotshield.com,"US
"
283,283,www.preserrednsserver8.8.8.8 .8.8.4.4,
284,284,http://www.dailybruin.com/articles/2010/5/17/flawed-interpretation-koran-results-overreactions-/,"CA
"
285,285,http://voices.washingtonpost.com/comic-riffs/2010/05/muhammad_cartoonist_lars_vilks.html,"US
"
286,286,http://reason.com/blog/2010/05/17/the-deadline-is-nigh-for-every,
287,287,http://unforeseencontingencies.blogspot.com/2006/02/blasphemous-pictures.html,"US
"
288,288,http://en.wikipedia.org/wiki/Muhammad_Drawings,"US
"
289,289,http://en.wikipedia.org/wiki/Draw_Muhammad,"US
"
290,290,http://en.wikipedia.org/wiki/Muhammad,"US
"
291,291,kproxy.com,"PA
"
292,292,http://drawmohammadday.blogspot.com/,
293,293,www.unblockedf.com,
294,294,http://face-of-muhammed.blogspot.com/,
295,295,http://www.christiannewswire.com/news/912904201.html,"US
"
296,296,http://unforeseencontingencies.blogspot.com/2006/02/blasphemous-pictures.html,
297,297,http://www.dailybruin.com/articles/2010/5/17/flawed-interpretation-koran-results-overreactions-/,"CA
"
298,298,http://voices.washingtonpost.com/comic-riffs/2010/05/muhammad_cartoonist_lars_vilks.html,"US
"
299,299,http://reason.com/blog/2010/05/17/the-deadline-is-nigh-for-every,
300,300,www.unblockedf.com,
301,301,http://www.christiannewswire.com/news/912904201.html,"US
"
302,302,http://face-of-muhammed.blogspot.com/,"US
"
303,303,http://www.youtube.com/watch?v=l3hiuNB2qfs,
304,304,http://www.youtube.com/watch?v=nycuLpw0VV8&feature=related,
305,305,http://www.youtube.com/watch?v=2L2ouAN770U&feature=related,
306,306,http://www.youtube.com/watch?v=rPOWhYp5MTw&feature=related,
307,307,http://www.youtube.com/watch?v=l0q25HXyfM0&feature=related&skipcontrinter=1,
308,308,http://www.youtube.com/watch?v=KrS3QplTys0&feature=related,
309,309,http://www.youtube.com/watch?v=LyKdYTzMqWo&feature=related,
310,310,http://www.youtube.com/watch?v=s5rPSTLy394&NR=1,
311,311,http://www.youtube.com/watch?v=AMRaxkgCUfI&feature=related,
312,312,http://www.foxnews.com/scitech/2010/05/19/facebook-fracas-breaks-everybody-draw-mohammad-day/?test=latestnews,
313,313,http://reason.com/blog/2010/05/18/get-ready-for-everyone-draw-mo,
314,314,http://www.google.com.pk/images?hl=en&q=muhammad+cartoon&revid=1296971284&resnum=0&um=1&ie=UTF-8&source=univ&ei=JkP0S5HIK5Cj_AbLvoGhDQ&sa=X&oi=image_result_group&ct=title&resnum=1&ved=0CCUQsAQwAA,
315,315,http://face-of-muhammed.blogspot.com/,
316,316,http://creepingsharia.wordpress.com/mohammed-cartoon-collection/,
317,317,http://dreamdogsart.typepad.com/art/2010/05/lars-vilks-muhammad-cartoon-dog-artist-attacked.html,
318,318,http://www.pamil-visions.net/kurt-westergaard/210080/,"US
"
319,319,http://www.google.com.pk/#q=muhammad+cartoon&hl=en&sa=X&prmd=inv&source=univ&tbs=vid:1&tbo=u&ei=zkX0S4ubAYmD_AaPr7GJDQ&oi=video_result_group&ct=title&resnum=9&ved=0CEoQqwQwCA&fp=1&cad=b,
320,320,http://www.faithfreedom.org/Gallery/28.htm,"US
"
321,321,http://cryptome.org/muhammad.htm,"US
"
322,322,http://www.mahalo.com/muhammad-cartoons,"US
"
323,323,http://www.bibleprobe.com/muhammad-cartoons.htm,"US
"
324,324,http://www.youtube.com/watch?v=XJMlgmwHN9E,
325,325,http://www.youtube.com/watch?v=Zsv1SToU1xo&feature=related,
326,326,http://www.youtube.com/watch?v=43LMQXYhyt0&feature=related,
327,327,http://www.youtube.com/watch?v=hKJtedW9KN4&feature=related,
328,328,http://www.youtube.com/watch?v=0T9UhBhTl9Q&feature=related,
329,329,http://www.youtube.com/watch?v=20J-lRFRPkQ&feature=related,
330,330,http://everyonedrawmohammed.blogspot.com/,
331,331,http://www.youtube.com/watch?v=1Wu5e50zrPA&feature=fvst,
332,332,http://www.youtube.com/watch?v=LyKdYTzMqWo&feature=related,
333,333,http://www.youtube.com/watch?v=2L2ouAN770U&feature=related,
