,Available,City,Website,Country
0,Y,Toronto,https://5newsonline.com,Canada
1,Y,Toronto,https://www.99acres.com,Canada
2,Y,Toronto,https://www.aberdeennews.com,Canada
3,Y,Toronto,http://abington.wickedlocal.com,Canada
4,Y,Toronto,https://www.dailyiowegian.com,Canada
5,Y,Toronto,http://agcanada.com,Canada
6,Y,Toronto,https://agdealer.com,Canada
7,Y,Toronto,http://www.agrinews-pubs.com,Canada
8,Y,Toronto,https://www.agupdate.com,Canada
9,Y,Toronto,http://www.ahwatukee.com,Canada
10,Y,Toronto,https://www.aikenstandard.com,Canada
11,Y,Toronto,http://www.aimmediatexas.com,Canada
12,N,Toronto,http://www.airthinx.io,Canada
13,N,Toronto,https://democratherald.com,Canada
14,N,Toronto,http://albertafarmexpress.ca,Canada
15,Y,Toronto,https://www.alicetx.com,Canada
16,Y,Toronto,http://www.alliancetimes.com,Canada
17,Y,Toronto,https://www.alliednews.com,Canada
18,Y,Toronto,http://allston.wickedlocal.com,Canada
19,Y,Toronto,https://www.amny.com,Canada
20,Y,Toronto,https://www.amarillo.com,Canada
21,Y,Toronto,https://www.americanmediainc.com,Canada
22,Y,Toronto,http://americanmilitarynews.com,Canada
23,Y,Toronto,https://www.americanpress.com,Canada
24,Y,Toronto,http://www.amestrib.com,Canada
25,Y,Toronto,https://www.adn.com,Canada
26,Y,Toronto,https://www.anchoragepress.com,Canada
27,Y,Toronto,https://www.andovertownsman.com,Canada
28,Y,Toronto,http://www.apg-wi.com,Canada
29,Y,Toronto,https://www.apgwest.com,Canada
30,Y,Toronto,https://www.appeal-democrat.com,Canada
31,Y,Toronto,https://www.northfulton.com,Canada
32,Y,Toronto,https://www.argus-press.com,Canada
33,Y,Toronto,https://tucson.com,Canada
34,Y,Toronto,https://azdailysun.com,Canada
35,Y,London,https://5newsonline.com,England
36,Y,London,https://www.99acres.com,England
37,N,London,https://www.aberdeennews.com,England
38,N,London,http://abington.wickedlocal.com,England
39,N,London,https://www.dailyiowegian.com,England
40,N,London,http://agcanada.com,England
41,N,London,https://agdealer.com,England
42,Y,London,http://www.agrinews-pubs.com,England
43,Y,London,https://www.agupdate.com,England
44,Y,London,http://www.ahwatukee.com,England
45,Y,London,https://www.aikenstandard.com,England
46,Y,London,http://www.aimmediatexas.com,England
47,N,London,http://www.airthinx.io,England
48,N,London,https://democratherald.com,England
49,N,London,http://albertafarmexpress.ca,England
50,Y,London,http://www.aledotimesrecord.com,England
51,N,London,https://www.alicetx.com,England
52,N,London,http://www.alliancetimes.com,England
53,N,London,https://www.alliednews.com,England
54,N,London,http://allston.wickedlocal.com,England
55,N,London,https://www.amny.com,England
56,N,London,https://www.amarillo.com,England
57,N,London,https://www.americanmediainc.com,England
58,N,London,http://americanmilitarynews.com,England
59,N,London,https://www.americanpress.com,England
60,N,London,http://www.amestrib.com,England
61,Y,London,https://www.adn.com,England
62,N,London,https://www.anchoragepress.com,England
63,N,London,https://www.andovertownsman.com,England
64,N,London,http://www.apg-wi.com,England
65,N,London,https://www.apgwest.com,England
66,Y,London,https://www.appeal-democrat.com,England
67,N,London,https://www.northfulton.com,England
68,N,London,https://www.argus-press.com,England
69,N,London,https://tucson.com,England
70,N,London,https://azdailysun.com,England
71,Y,Milan,https://5newsonline.com,Italy
72,Y,Milan,https://www.99acres.com,Italy
73,N,Milan,http://abington.wickedlocal.com,Italy
74,N,Milan,https://www.dailyiowegian.com,Italy
75,N,Milan,http://agcanada.com,Italy
76,N,Milan,https://agdealer.com,Italy
77,Y,Milan,http://www.agrinews-pubs.com,Italy
78,Y,Milan,https://www.agupdate.com,Italy
79,Y,Milan,http://www.ahwatukee.com,Italy
80,Y,Milan,https://www.aikenstandard.com,Italy
81,Y,Milan,http://www.aimmediatexas.com,Italy
82,N,Milan,http://www.airthinx.io,Italy
83,N,Milan,https://democratherald.com,Italy
84,N,Milan,http://albertafarmexpress.ca,Italy
85,Y,Milan,http://www.aledotimesrecord.com,Italy
86,N,Milan,https://www.alicetx.com,Italy
87,Y,Milan,http://www.alliancetimes.com,Italy
88,N,Milan,https://www.alliednews.com,Italy
89,N,Milan,http://allston.wickedlocal.com,Italy
90,N,Milan,https://www.amny.com,Italy
91,N,Milan,https://www.amarillo.com,Italy
92,N,Milan,https://www.americanmediainc.com,Italy
93,N,Milan,http://americanmilitarynews.com,Italy
94,N,Milan,https://www.americanpress.com,Italy
95,N,Milan,http://www.amestrib.com,Italy
96,Y,Milan,https://www.adn.com,Italy
97,N,Milan,https://www.anchoragepress.com,Italy
98,N,Milan,https://www.andovertownsman.com,Italy
99,N,Milan,http://www.apg-wi.com,Italy
100,N,Milan,https://www.apgwest.com,Italy
101,Y,Milan,https://www.appeal-democrat.com,Italy
102,N,Milan,https://www.northfulton.com,Italy
103,N,Milan,https://www.argus-press.com,Italy
104,N,Milan,https://tucson.com,Italy
105,N,Milan,https://azdailysun.com,Italy
106,Y,Frankfurt,https://5newsonline.com,Germany
107,Y,Frankfurt,https://www.99acres.com,Germany
108,N,Frankfurt,https://www.aberdeennews.com,Germany
109,N,Frankfurt,http://abington.wickedlocal.com,Germany
110,N,Frankfurt,https://www.dailyiowegian.com,Germany
111,N,Frankfurt,http://agcanada.com,Germany
112,N,Frankfurt,https://agdealer.com,Germany
113,Y,Frankfurt,http://www.agrinews-pubs.com,Germany
114,Y,Frankfurt,https://www.agupdate.com,Germany
115,Y,Frankfurt,http://www.ahwatukee.com,Germany
116,Y,Frankfurt,https://www.aikenstandard.com,Germany
117,N,Frankfurt,http://www.aimmediatexas.com,Germany
118,N,Frankfurt,http://www.airthinx.io,Germany
119,N,Frankfurt,https://democratherald.com,Germany
120,N,Frankfurt,http://albertafarmexpress.ca,Germany
121,Y,Frankfurt,http://www.aledotimesrecord.com,Germany
122,N,Frankfurt,https://www.alicetx.com,Germany
123,N,Frankfurt,http://www.alliancetimes.com,Germany
124,N,Frankfurt,https://www.alliednews.com,Germany
125,N,Frankfurt,http://allston.wickedlocal.com,Germany
126,N,Frankfurt,https://www.amny.com,Germany
127,N,Frankfurt,https://www.amarillo.com,Germany
128,N,Frankfurt,https://www.americanmediainc.com,Germany
129,N,Frankfurt,http://americanmilitarynews.com,Germany
130,N,Frankfurt,https://www.americanpress.com,Germany
131,N,Frankfurt,http://www.amestrib.com,Germany
132,Y,Frankfurt,https://www.adn.com,Germany
133,N,Frankfurt,https://www.anchoragepress.com,Germany
134,N,Frankfurt,https://www.andovertownsman.com,Germany
135,N,Frankfurt,http://www.apg-wi.com,Germany
136,N,Frankfurt,https://www.apgwest.com,Germany
137,Y,Frankfurt,https://www.appeal-democrat.com,Germany
138,N,Frankfurt,https://www.northfulton.com,Germany
139,N,Frankfurt,https://www.argus-press.com,Germany
140,N,Frankfurt,https://tucson.com,Germany
141,N,Frankfurt,https://azdailysun.com,Germany
142,Y,Vancouver,https://5newsonline.com,Canada
143,Y,Vancouver,https://www.99acres.com,Canada
144,Y,Vancouver,https://www.aberdeennews.com,Canada
145,Y,Vancouver,http://abington.wickedlocal.com,Canada
146,Y,Vancouver,https://www.dailyiowegian.com,Canada
147,Y,Vancouver,http://agcanada.com,Canada
148,Y,Vancouver,https://agdealer.com,Canada
149,Y,Vancouver,http://www.agrinews-pubs.com,Canada
150,Y,Vancouver,https://www.agupdate.com,Canada
151,Y,Vancouver,http://www.ahwatukee.com,Canada
152,Y,Vancouver,https://www.aikenstandard.com,Canada
153,Y,Vancouver,http://www.aimmediatexas.com,Canada
154,N,Vancouver,http://www.airthinx.io,Canada
155,N,Vancouver,https://democratherald.com,Canada
156,N,Vancouver,http://albertafarmexpress.ca,Canada
157,Y,Vancouver,https://www.alicetx.com,Canada
158,Y,Vancouver,http://www.alliancetimes.com,Canada
159,Y,Vancouver,https://www.alliednews.com,Canada
160,Y,Vancouver,http://allston.wickedlocal.com,Canada
161,Y,Vancouver,https://www.amny.com,Canada
162,Y,Vancouver,https://www.amarillo.com,Canada
163,Y,Vancouver,https://www.americanmediainc.com,Canada
164,Y,Vancouver,http://americanmilitarynews.com,Canada
165,Y,Vancouver,https://www.americanpress.com,Canada
166,Y,Vancouver,http://www.amestrib.com,Canada
167,Y,Vancouver,https://www.adn.com,Canada
168,Y,Vancouver,https://www.anchoragepress.com,Canada
169,Y,Vancouver,https://www.andovertownsman.com,Canada
170,Y,Vancouver,http://www.apg-wi.com,Canada
171,Y,Vancouver,https://www.apgwest.com,Canada
172,Y,Vancouver,https://www.appeal-democrat.com,Canada
173,Y,Vancouver,https://www.northfulton.com,Canada
174,Y,Vancouver,https://www.argus-press.com,Canada
175,Y,Vancouver,https://tucson.com,Canada
176,Y,Vancouver,https://azdailysun.com,Canada
177,Y,Haarlem,https://5newsonline.com,Netherlands
178,Y,Haarlem,https://www.99acres.com,Netherlands
179,N,Haarlem,https://www.aberdeennews.com,Netherlands
180,N,Haarlem,http://abington.wickedlocal.com,Netherlands
181,N,Haarlem,https://www.dailyiowegian.com,Netherlands
182,N,Haarlem,http://agcanada.com,Netherlands
183,N,Haarlem,https://agdealer.com,Netherlands
184,Y,Haarlem,http://www.agrinews-pubs.com,Netherlands
185,Y,Haarlem,https://www.agupdate.com,Netherlands
186,Y,Haarlem,http://www.ahwatukee.com,Netherlands
187,Y,Haarlem,https://www.aikenstandard.com,Netherlands
188,N,Haarlem,http://www.aimmediatexas.com,Netherlands
189,N,Haarlem,http://www.airthinx.io,Netherlands
190,N,Haarlem,https://democratherald.com,Netherlands
191,N,Haarlem,http://albertafarmexpress.ca,Netherlands
192,Y,Haarlem,http://www.aledotimesrecord.com,Netherlands
193,N,Haarlem,https://www.alicetx.com,Netherlands
194,N,Haarlem,http://www.alliancetimes.com,Netherlands
195,Y,Haarlem,https://www.alliednews.com,Netherlands
196,Y,Haarlem,http://allston.wickedlocal.com,Netherlands
197,Y,Haarlem,https://www.amny.com,Netherlands
198,N,Haarlem,https://www.amarillo.com,Netherlands
199,N,Haarlem,https://www.americanmediainc.com,Netherlands
200,N,Haarlem,http://americanmilitarynews.com,Netherlands
201,N,Haarlem,https://www.americanpress.com,Netherlands
202,N,Haarlem,http://www.amestrib.com,Netherlands
203,Y,Haarlem,https://www.adn.com,Netherlands
204,N,Haarlem,https://www.anchoragepress.com,Netherlands
205,N,Haarlem,https://www.andovertownsman.com,Netherlands
206,N,Haarlem,http://www.apg-wi.com,Netherlands
207,N,Haarlem,https://www.apgwest.com,Netherlands
208,Y,Haarlem,https://www.appeal-democrat.com,Netherlands
209,N,Haarlem,https://www.northfulton.com,Netherlands
210,N,Haarlem,https://www.argus-press.com,Netherlands
211,N,Haarlem,https://tucson.com,Netherlands
212,N,Haarlem,https://azdailysun.com,Netherlands
213,Y,Sydney,https://5newsonline.com,Australia
214,Y,Sydney,https://www.99acres.com,Australia
215,Y,Sydney,https://www.aberdeennews.com,Australia
216,Y,Sydney,http://abington.wickedlocal.com,Australia
217,Y,Sydney,https://www.dailyiowegian.com,Australia
218,Y,Sydney,http://agcanada.com,Australia
219,Y,Sydney,https://agdealer.com,Australia
220,Y,Sydney,http://www.agrinews-pubs.com,Australia
221,Y,Sydney,https://www.agupdate.com,Australia
222,Y,Sydney,http://www.ahwatukee.com,Australia
223,Y,Sydney,https://www.aikenstandard.com,Australia
224,Y,Sydney,http://www.aimmediatexas.com,Australia
225,N,Sydney,http://www.airthinx.io,Australia
226,N,Sydney,https://democratherald.com,Australia
227,N,Sydney,http://albertafarmexpress.ca,Australia
228,Y,Sydney,http://www.aledotimesrecord.com,Australia
229,Y,Sydney,https://www.alicetx.com,Australia
230,Y,Sydney,http://www.alliancetimes.com,Australia
231,Y,Sydney,https://www.alliednews.com,Australia
232,Y,Sydney,http://allston.wickedlocal.com,Australia
233,Y,Sydney,https://www.amny.com,Australia
234,Y,Sydney,https://www.amarillo.com,Australia
235,Y,Sydney,https://www.americanmediainc.com,Australia
236,Y,Sydney,http://americanmilitarynews.com,Australia
237,Y,Sydney,https://www.americanpress.com,Australia
238,Y,Sydney,http://www.amestrib.com,Australia
239,Y,Sydney,https://www.adn.com,Australia
240,Y,Sydney,https://www.anchoragepress.com,Australia
241,Y,Sydney,https://www.andovertownsman.com,Australia
242,Y,Sydney,http://www.apg-wi.com,Australia
243,Y,Sydney,https://www.apgwest.com,Australia
244,Y,Sydney,https://www.appeal-democrat.com,Australia
245,Y,Sydney,https://www.northfulton.com,Australia
246,Y,Sydney,https://www.argus-press.com,Australia
247,Y,Sydney,https://tucson.com,Australia
248,Y,Sydney,https://azdailysun.com,Australia
249,Y,Amsterdam,https://5newsonline.com,Netherlands
250,Y,Amsterdam,https://www.99acres.com,Netherlands
251,N,Amsterdam,https://www.aberdeennews.com,Netherlands
252,N,Amsterdam,http://abington.wickedlocal.com,Netherlands
253,N,Amsterdam,https://www.dailyiowegian.com,Netherlands
254,N,Amsterdam,http://agcanada.com,Netherlands
255,N,Amsterdam,https://agdealer.com,Netherlands
256,Y,Amsterdam,http://www.agrinews-pubs.com,Netherlands
257,Y,Amsterdam,https://www.agupdate.com,Netherlands
258,Y,Amsterdam,http://www.ahwatukee.com,Netherlands
259,Y,Amsterdam,https://www.aikenstandard.com,Netherlands
260,N,Amsterdam,http://www.aimmediatexas.com,Netherlands
261,N,Amsterdam,http://www.airthinx.io,Netherlands
262,N,Amsterdam,https://democratherald.com,Netherlands
263,N,Amsterdam,http://albertafarmexpress.ca,Netherlands
264,Y,Amsterdam,http://www.aledotimesrecord.com,Netherlands
265,N,Amsterdam,https://www.alicetx.com,Netherlands
266,N,Amsterdam,http://www.alliancetimes.com,Netherlands
267,Y,Amsterdam,https://www.alliednews.com,Netherlands
268,Y,Amsterdam,http://allston.wickedlocal.com,Netherlands
269,Y,Amsterdam,https://www.amny.com,Netherlands
270,N,Amsterdam,https://www.amarillo.com,Netherlands
271,N,Amsterdam,https://www.americanmediainc.com,Netherlands
272,N,Amsterdam,http://americanmilitarynews.com,Netherlands
273,N,Amsterdam,https://www.americanpress.com,Netherlands
274,N,Amsterdam,http://www.amestrib.com,Netherlands
275,Y,Amsterdam,https://www.adn.com,Netherlands
276,N,Amsterdam,https://www.anchoragepress.com,Netherlands
277,N,Amsterdam,https://www.andovertownsman.com,Netherlands
278,N,Amsterdam,http://www.apg-wi.com,Netherlands
279,N,Amsterdam,https://www.apgwest.com,Netherlands
280,Y,Amsterdam,https://www.appeal-democrat.com,Netherlands
281,N,Amsterdam,https://www.northfulton.com,Netherlands
282,N,Amsterdam,https://www.argus-press.com,Netherlands
283,N,Amsterdam,https://tucson.com,Netherlands
284,N,Amsterdam,https://azdailysun.com,Netherlands
285,Y,Prague,https://5newsonline.com,Czech Republic
286,Y,Prague,https://www.99acres.com,Czech Republic
287,N,Prague,https://www.aberdeennews.com,Czech Republic
288,N,Prague,http://abington.wickedlocal.com,Czech Republic
289,N,Prague,https://www.dailyiowegian.com,Czech Republic
290,N,Prague,http://agcanada.com,Czech Republic
291,N,Prague,https://agdealer.com,Czech Republic
292,Y,Prague,http://www.agrinews-pubs.com,Czech Republic
293,Y,Prague,https://www.agupdate.com,Czech Republic
294,Y,Prague,http://www.ahwatukee.com,Czech Republic
295,Y,Prague,https://www.aikenstandard.com,Czech Republic
296,Y,Prague,http://www.aimmediatexas.com,Czech Republic
297,N,Prague,http://www.airthinx.io,Czech Republic
298,N,Prague,https://democratherald.com,Czech Republic
299,N,Prague,http://albertafarmexpress.ca,Czech Republic
300,Y,Prague,http://www.aledotimesrecord.com,Czech Republic
301,N,Prague,https://www.alicetx.com,Czech Republic
302,N,Prague,https://www.alliednews.com,Czech Republic
303,N,Prague,http://allston.wickedlocal.com,Czech Republic
304,N,Prague,https://www.amny.com,Czech Republic
305,N,Prague,https://www.amarillo.com,Czech Republic
306,N,Prague,https://www.americanmediainc.com,Czech Republic
307,N,Prague,http://americanmilitarynews.com,Czech Republic
308,N,Prague,https://www.americanpress.com,Czech Republic
309,N,Prague,http://www.amestrib.com,Czech Republic
310,Y,Prague,https://www.adn.com,Czech Republic
311,N,Prague,https://www.anchoragepress.com,Czech Republic
312,N,Prague,https://www.andovertownsman.com,Czech Republic
313,N,Prague,http://www.apg-wi.com,Czech Republic
314,N,Prague,https://www.apgwest.com,Czech Republic
315,Y,Prague,https://www.appeal-democrat.com,Czech Republic
316,Y,Prague,https://www.northfulton.com,Czech Republic
317,N,Prague,https://www.argus-press.com,Czech Republic
318,N,Prague,https://tucson.com,Czech Republic
319,N,Prague,https://azdailysun.com,Czech Republic
320,Y,Eindhoven,https://5newsonline.com,Netherlands
321,Y,Eindhoven,https://www.99acres.com,Netherlands
322,N,Eindhoven,https://www.aberdeennews.com,Netherlands
323,N,Eindhoven,http://abington.wickedlocal.com,Netherlands
324,N,Eindhoven,https://www.dailyiowegian.com,Netherlands
325,N,Eindhoven,http://agcanada.com,Netherlands
326,N,Eindhoven,https://agdealer.com,Netherlands
327,Y,Eindhoven,http://www.agrinews-pubs.com,Netherlands
328,Y,Eindhoven,https://www.agupdate.com,Netherlands
329,Y,Eindhoven,http://www.ahwatukee.com,Netherlands
330,Y,Eindhoven,https://www.aikenstandard.com,Netherlands
331,N,Eindhoven,http://www.aimmediatexas.com,Netherlands
332,N,Eindhoven,http://www.airthinx.io,Netherlands
333,N,Eindhoven,https://democratherald.com,Netherlands
334,N,Eindhoven,http://albertafarmexpress.ca,Netherlands
335,Y,Eindhoven,http://www.aledotimesrecord.com,Netherlands
336,N,Eindhoven,https://www.alicetx.com,Netherlands
337,N,Eindhoven,http://www.alliancetimes.com,Netherlands
338,Y,Eindhoven,https://www.alliednews.com,Netherlands
339,Y,Eindhoven,http://allston.wickedlocal.com,Netherlands
340,Y,Eindhoven,https://www.amny.com,Netherlands
341,N,Eindhoven,https://www.amarillo.com,Netherlands
342,N,Eindhoven,https://www.americanmediainc.com,Netherlands
343,N,Eindhoven,http://americanmilitarynews.com,Netherlands
344,N,Eindhoven,https://www.americanpress.com,Netherlands
345,N,Eindhoven,http://www.amestrib.com,Netherlands
346,Y,Eindhoven,https://www.adn.com,Netherlands
347,N,Eindhoven,https://www.anchoragepress.com,Netherlands
348,N,Eindhoven,https://www.andovertownsman.com,Netherlands
349,N,Eindhoven,http://www.apg-wi.com,Netherlands
350,N,Eindhoven,https://www.apgwest.com,Netherlands
351,Y,Eindhoven,https://www.appeal-democrat.com,Netherlands
352,N,Eindhoven,https://www.northfulton.com,Netherlands
353,N,Eindhoven,https://www.argus-press.com,Netherlands
354,N,Eindhoven,https://tucson.com,Netherlands
355,N,Eindhoven,https://azdailysun.com,Netherlands
356,Y,Groningen,https://5newsonline.com,Netherlands
357,Y,Groningen,https://www.99acres.com,Netherlands
358,N,Groningen,https://www.aberdeennews.com,Netherlands
359,N,Groningen,http://abington.wickedlocal.com,Netherlands
360,N,Groningen,https://www.dailyiowegian.com,Netherlands
361,N,Groningen,http://agcanada.com,Netherlands
362,N,Groningen,https://agdealer.com,Netherlands
363,Y,Groningen,http://www.agrinews-pubs.com,Netherlands
364,Y,Groningen,https://www.agupdate.com,Netherlands
365,Y,Groningen,http://www.ahwatukee.com,Netherlands
366,Y,Groningen,https://www.aikenstandard.com,Netherlands
367,N,Groningen,http://www.aimmediatexas.com,Netherlands
368,N,Groningen,http://www.airthinx.io,Netherlands
369,N,Groningen,https://democratherald.com,Netherlands
370,N,Groningen,http://albertafarmexpress.ca,Netherlands
371,Y,Groningen,http://www.aledotimesrecord.com,Netherlands
372,N,Groningen,https://www.alicetx.com,Netherlands
373,N,Groningen,http://www.alliancetimes.com,Netherlands
374,Y,Groningen,https://www.alliednews.com,Netherlands
375,Y,Groningen,http://allston.wickedlocal.com,Netherlands
376,Y,Groningen,https://www.amny.com,Netherlands
377,N,Groningen,https://www.amarillo.com,Netherlands
378,N,Groningen,https://www.americanmediainc.com,Netherlands
379,N,Groningen,http://americanmilitarynews.com,Netherlands
380,N,Groningen,https://www.americanpress.com,Netherlands
381,N,Groningen,http://www.amestrib.com,Netherlands
382,Y,Groningen,https://www.adn.com,Netherlands
383,N,Groningen,https://www.anchoragepress.com,Netherlands
384,N,Groningen,https://www.andovertownsman.com,Netherlands
385,N,Groningen,http://www.apg-wi.com,Netherlands
386,N,Groningen,https://www.apgwest.com,Netherlands
387,Y,Groningen,https://www.appeal-democrat.com,Netherlands
388,N,Groningen,https://www.northfulton.com,Netherlands
389,N,Groningen,https://www.argus-press.com,Netherlands
390,N,Groningen,https://tucson.com,Netherlands
391,N,Groningen,https://azdailysun.com,Netherlands
392,Y,Lelystad,https://5newsonline.com,Netherlands
393,Y,Lelystad,https://www.99acres.com,Netherlands
394,N,Lelystad,https://www.aberdeennews.com,Netherlands
395,N,Lelystad,http://abington.wickedlocal.com,Netherlands
396,N,Lelystad,https://www.dailyiowegian.com,Netherlands
397,N,Lelystad,http://agcanada.com,Netherlands
398,N,Lelystad,https://agdealer.com,Netherlands
399,Y,Lelystad,http://www.agrinews-pubs.com,Netherlands
400,Y,Lelystad,https://www.agupdate.com,Netherlands
401,Y,Lelystad,http://www.ahwatukee.com,Netherlands
402,Y,Lelystad,https://www.aikenstandard.com,Netherlands
403,N,Lelystad,http://www.aimmediatexas.com,Netherlands
404,N,Lelystad,http://www.airthinx.io,Netherlands
405,N,Lelystad,https://democratherald.com,Netherlands
406,N,Lelystad,http://albertafarmexpress.ca,Netherlands
407,Y,Lelystad,http://www.aledotimesrecord.com,Netherlands
408,N,Lelystad,https://www.alicetx.com,Netherlands
409,N,Lelystad,http://www.alliancetimes.com,Netherlands
410,Y,Lelystad,https://www.alliednews.com,Netherlands
411,Y,Lelystad,http://allston.wickedlocal.com,Netherlands
412,Y,Lelystad,https://www.amny.com,Netherlands
413,N,Lelystad,https://www.amarillo.com,Netherlands
414,N,Lelystad,https://www.americanmediainc.com,Netherlands
415,N,Lelystad,http://americanmilitarynews.com,Netherlands
416,N,Lelystad,https://www.americanpress.com,Netherlands
417,N,Lelystad,http://www.amestrib.com,Netherlands
418,Y,Lelystad,https://www.adn.com,Netherlands
419,N,Lelystad,https://www.anchoragepress.com,Netherlands
420,N,Lelystad,https://www.andovertownsman.com,Netherlands
421,N,Lelystad,http://www.apg-wi.com,Netherlands
422,N,Lelystad,https://www.apgwest.com,Netherlands
423,Y,Lelystad,https://www.appeal-democrat.com,Netherlands
424,N,Lelystad,https://www.northfulton.com,Netherlands
425,N,Lelystad,https://www.argus-press.com,Netherlands
426,N,Lelystad,https://tucson.com,Netherlands
427,N,Lelystad,https://azdailysun.com,Netherlands
428,Y,Hamburg,https://5newsonline.com,Germany
429,Y,Hamburg,https://www.99acres.com,Germany
430,N,Hamburg,https://www.aberdeennews.com,Germany
431,N,Hamburg,http://abington.wickedlocal.com,Germany
432,N,Hamburg,https://www.dailyiowegian.com,Germany
433,N,Hamburg,http://agcanada.com,Germany
434,N,Hamburg,https://agdealer.com,Germany
435,Y,Hamburg,http://www.agrinews-pubs.com,Germany
436,Y,Hamburg,https://www.agupdate.com,Germany
437,Y,Hamburg,http://www.ahwatukee.com,Germany
438,Y,Hamburg,https://www.aikenstandard.com,Germany
